name,car_park_no,address,weekday_before_5,weekday_after_5,sat,sun,postal,x_coord,y_coord
Bukit Gombak Stadium / Sports Hall / ClubFITT Gym,T0014,"800 Bukit Batok West Avenue 5, S(659081)",$0.50/30min from 7am to 10pm ,$4.00/entry from 10pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,659081,19064.11069,37776.12712
Bukit Timah Nature Reserve,T0014,"177 Hindhede Drive, S(589333)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,589333,21743.32492,37112.33535
Changi Chapel and Museum (The Changi Museum),T0014,"1000 Upper Changi Road North, S(507707)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,507707,43646.78242,38251.52507
Changi Ferry Terminal,T0014,"30 Changi Ferry Road, S(499675)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,499675,47441.5224,39451.28728
Chinatown Heritage Centre,T0014,"48 Pagoda Street, S(059207)",Carpark not in use ,Carpark not in use ,Carpark not in use ,Carpark not in use ,59207,29230.79835,29557.09974
Choa Chu Kang Stadium / Sports Hall / ClubFITT Gym,T0014,"1 Choa Chu Kang Street 53, S(689236)",$0.50/30min from 7.30am to 10.30pm ,$0.50/30min from 10.30pm to 7.30am the following day ,Charges same as weekdays ,Charges same as weekdays ,689236,18507.83948,41390.68258
Civil Service Club (Bukit Batok Clubhouse),T0014,"91 Bukit Batok West Avenue 2, S(659206)",(For Member): $0.60/30min from 6am to 9.59pm (For Public): $0.90/30min from 6am to 9.59pm  ,"(For Member): $1.50/entry from 10pm to 3am, $0.75/30min from 3am to 5.59am the following day (For Public): $3.50/entry from 10pm to 3am, $1.00/30min from 3am to 5.59am ",Charges same as weekdays  ,Charges same as weekdays  ,659206,18647.90291,37192.66661
Civil Service Club (Changi Clubhouse),T0014,"2 Netheravon Road, S(508503)","(For Member): $1.00/hr from 6am to 6pm, (For Public): $2.40 for 1st hr, $0.60 for next subsequent 15min from 6am to 6am the following day ","(For Member): $1.80/entry from 6pm to 3am the following day, $1.50/hr from 3am to 6am (For Public): $2.40 for 1st hr, $0.60 for next subsequent 15min from 6am to 6am the following  ",Charges same as weekdays ,Charges same as weekdays ,508503,45013.13738,41479.23202
Civil Service Club (Tessensohn Clubhouse),T0014,"60 Tessensohn Road, S(217664)","(For Member): $1.20/hr from 6am to 9.59pm, (For Public): $2.00/hr from 6am to 9.59pm  ","(For Member): $1.80/entry from 10pm to 3am the following day, $1.50/hr from 3am to 6am (For Public): $4.00/entry from 10pm to 3am the following day, $2.00/hr from 3am to 6am ",Charges same as weekdays ,Charges same as weekdays ,217664,30545.01686,33112.4963
Clementi Stadium / Sports Hall / ClubFITT Gym,T0014,"10 West Coast Walk, S(127156)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,127156,20117.28334,32442.82186
Costa Sands Resort (Downtown East),T0014,"1 Pasir Ris Close, S(519599)","(Mon to Thurs) $0.024/min from 12.01am to 4.59pm, maximum charge of $12.50/day (except School/Public Holidays and Eve of Public Holidays) ","(Mon to Thurs) $2.40/entry, $3.40/entry on Fri to Sun and eve of public holidays from 5pm to 12midnight ","$0.024/min from 12.01am to 4.59pm, maximum charge of $16/day from Fri to Sun, eve of public holidays and gazette School Holidays ","$0.024/min from 12.01am to 4.59pm, maximum charge of $16/day from Fri to Sun, eve of public holidays and gazette School Holidays ",519599,41557.35681,39854.1395
Costa Sands Resort (Pasir Ris),T0014,"159M Jalan Loyang Besar, S(509404)","$0.0214/min from Mon to Fri from 12.01am to 5pm. Free parking from 12pm to 2pm from Mon to Thurs (except School / Public Holidays, and Eve of Public Holidays) ",$2.14/entry from Mon to Thurs from 5pm to 12midnight. $3.21/entry on Fri from 5pm to 12midnight.  ,"$0.0214/min from 12.01am to 5pm, $3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays ","$0.0214/min from 12.01am to 5pm, $3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays ",509404,41919.63651,40171.48384
Crocodile House,T0014,"3 Ubi Avenue 3, S(408857)",$1.40/hr from 8am to 5pm ,$2.00/entry from 5pm to 8am the following day ,"$2.67/hr from 8am to 3pm, Car Park closed after 3pm ",Closed ,408857,34358.54248,34806.28202
Delta Hockey Pitch,T0014,"900 Tiong Bahru Road, S(158790)",Limited Free Parking Lots ,Limited Free Parking Lots ,Limited Free Parking Lots ,Limited Free Parking Lots ,158790,26583.20793,30325.21869
Delta Sports Hall / ClubFITT Gym,T0014,"900 Tiong Bahru Road, S(158790)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,158790,26583.20793,30325.21869
DreamFish (Lim Chu Kang Agrotechnology Park),T0014,"221 Neo Tiew Crescent, S(718831)",Free parking from 9am to 6pm on Mon to Sat ,Free parking from 9am to 6pm on Mon to Sat ,Charges same as weekdays ,Closed ,718831,15905.00803,46391.8994
East Coast Park Carpark B1,T0014,"1000 East Coast Parkway, S(449876)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,449876,36995.30168,31594.26599
East Coast Park Carpark B2,T0014,"1000 East Coast Parkway, S(449876)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,449876,36995.30168,31594.26599
East Coast Park Carpark C1,T0014,"1000 East Coast Parkway, S(449876)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,449876,36995.30168,31594.26599
East Coast Park Carpark E2,T0014,"1220 East Coast Parkway, S(468960)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,468960,39331.55619,32136.74377
Fire Flies Health Farm,T0014,"75 Lim Chu Kang Lane 2, S(719842)",Free parking  ,Free parking ,Charges same as weekdays ,Charges same as weekdays ,719842,14025.6974,45722.12827
G-MAX Reverse Bungy / GX-5 Xtreme Swing,T0014,"3E River Valley Road, S(179024)","$1.28 for 1st hr, $0.43 for next subsequent 15min from 7am to 12.29pm  ","$1.28 for 1st hr, $0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of $6.42 from 1.30pm to 6.59am the following day ","$1.28 for 1st hr, $0.43 for next subsequent 15min from 7am to 6.59am the following day ",$2.68/entry from 7am to 6.59am the following day ,179024,29457.58006,30323.36329
Gallop Stable (Horsecity),T0014,"100 Turf Club Road, S(287992)",$1.00/30min from 7am to 6.59pm  ,$3.50/entry from 7pm to 6.59am ,Charges same as weekdays ,Charges same as weekdays ,287992,23830.61334,35171.00375
Gardens by the Bay,T0014,"18 Marina Gardens Drive, S(018953)",$0.03/min from 5am to 6pm ,$0.03/min from 6pm to 2am the following day ,Charges same as weekdays ,Charges same as weekdays ,18953,31145.90129,29355.8478
Geylang Field,T0014,"30 Lorong 12 Geylang, S(399005)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,399005,32960.01553,32459.7933
Golden Mile Food Centre,T0014,"505 Beach Road, S(199583)","$0.60/30min from 7am to 10am, $0.80/30min from 10am to 5pm ",$0.80/30min from 5pm to 10.30pm ,"$0.60/30min from 7am to 10am, $0.80/30min from 10am to 10.30pm ","$0.60/30min from 7am to 10am, $0.80/30min from 10am to 10.30pm ",199583,31401.57186,31690.8964
Hainanese Village Centre (Lorong Ah Soo Market),T0014,"105 Hougang Avenue 1, S(530105)","$0.60/30min from 7am to 11am, $0.80/30mmin from 11am to 2pm ",$0.60/30min from 2pm to 7am the following day ,"$0.80/30min from 7am to 2pm, $0.60/30min from 2pm to 7am the following day ","$0.80/30min from 7am to 2pm, $0.60/30min from 2pm to 7am the following day ",530105,34318.47672,37327.14411
Hausmann Marketing Aquarium (Fish Farm),T0014,"291 Plot 113 Neo Tiew Crescent, S(718903)",Free parking  ,Free parking ,Charges same as weekdays ,Charges same as weekdays ,718903,16413.1937,47384.59071
Haw Par Villa,T0014,"262 Pasir Panjang Road, S(118628)",$5.00/entry from 7.30am to 10.30pm ,$5.00/entry from 7.30am to 10.30pm ,$5.00/entry from 7.30am to 10.30pm ,$5.00/entry from 7.30am to 10.30pm ,118628,22333.59146,29573.27562
Heartbeat @ Bedok,T0014,"11 Bedok North Street 1, S(469662)","$0.02/min from 7am to 10.30pm, free parking during 12pm to 2pm (Mon to Fri) ",$0.02/min from 10.30pm to 7am the following day (capped at $5.00) ,"$0.02/min from 7am to 10.30pm, $0.02/min from 10.30pm to 7am the following day (capped at $5.00) ","$0.02/min from 7am to 10.30pm, $0.02/min from 10.30pm to 7am the following day (capped at $5.00) ",469662,38960.67375,34317.06405
HortPark,T0014,"33 Hyderabad Road, S(119578)",$0.60/30min from 6am to 10pm  ,"$0.60/30min from 10pm to 7am the following day, maximum charge of $5.00 for vehicles entering from 7pm to 10pm  ",Charges same as weekdays ,Charges same as weekdays ,119578,23981.14228,29107.98092
Hougang Stadium / Sports Hall / ClubFITT Gym,T0014,"100 Hougang Avenue 2, S(538856)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,538856,33861.4153,39058.37502
Hua Song Museum,T0014,"262 Pasir Panjang Road, S(118628)",$5.00/entry from 9am to 7pm ,Car Park closed after 7pm ,Charges same as weekdays ,Charges same as weekdays ,118628,22333.59146,29573.27562
International Passenger Terminal (IPT),T0014,"1 Maritime Square, S(099253)","$2.04/hr from 1am to 7am, $1.40 for 1st hr $0.70 for subsequent 30min from 7am to 6pm ",$2.60/entry from 6pm to 1am the following day ,Charges same as weekdays ,Charges same as weekdays ,99253,26523.41792,27393.65335
Jalan Besar Sports Centre,T0014,"100 Tyrwhitt Road, S(207542)",$0.60/30min from 7am to 5pm ,$0.60/30min from 5pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,207542,30992.91149,32425.81243
Jurong Bird Park,T0014,"2 Jurong Hill, S(628925)",$0.60/30min from 7am to 7pm ,Free parking from 7pm to 7am the following day ,Charges same as weekdays ,Free parking ,628925,13844.82347,33669.77514
Jurong Crocodile & Reptile Paradise,T0014,"241 Jalan Ahmad Ibrahim, S(629143)","$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day ","$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day ",Charges same as weekdays ,Charges same as weekdays ,629143,14156.08028,33666.13892
Jurong East Sports and Cultural Centre / ClubFITT Gym,T0014,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,609517,16396.48299,36513.86769
Jurong East Stadium,T0014,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,609517,16396.48299,36513.86769
Jurong Lake Gardens,T0014,"104 Yuan Ching Road, S(618665)",$0.60/30min from 8.30am to 12pm ,$0.60/30min from 2pm to 6.30am the following day ,$0.60/30min from 8.30am to 6.30am the following day ,$0.60/30min from 8.30am to 6.30am the following day ,618665,15912.74089,35682.31156
Jurong Theatre,T0014,"101 Yung Sheng Road, S(618497)",$1.60/hr from 8am to 8.59pm ,$3.00/entry from 9pm to 7.59am the following day ,Charges same as weekdays ,$3.00/entry from 8am to 7.59am the following day ,618497,15636.02006,35178.45294
Jurong West Stadium / Sports Hall / ClubFITT Gym,T0014,"20 Jurong West Street 93, S(648965)",$0.60/hr from 7am to 10.30pm ,$0.60/hr from 10.30pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,648965,12480.69895,35598.51834
Kallang Leisure Park,T0014,"5 Stadium Walk, S(397693)","Free for 1st 30min, $0.70 for next subsequent 30min from 8.15am to 6pm ",$1.80/entry from 6pm to 3am the following day ,"$0.70 for 1st hr, $0.40 for next subsequent 15min from 8.30am to 6pm. $2.30/entry from 6pm to 3am the following day from Fri to Sun ","$0.70 for 1st hr, $0.40 for next subsequent 15min from 8.30am to 6pm. $2.30/entry from 6pm to 3am the following day ",397693,32767.04581,31618.62629
Kovan Neighbourhood Centre,T0014,"209 Hougang Street 21, S(530209)","$0.60/30min from 7am to 11am, $0.80/30min from 11am to 2pm, $0.60/30min from 2pm to 6pm ","$0.80/30min from 6pm to 9pm, $0.60/30min from 9pm to 7am the following day ","$0.80/30min from 7am to 5pm, $0.60/30min from 5pm to 7am the following day ","$0.80/30min from 7am to 5pm, $0.60/30min from 5pm to 7am the following day ",530209,33869.75879,37907.65041
Kranji War Memorial,T0014,"9 Woodlands Road, S(738656)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,738656,19543.05462,44533.47089
Kreta Ayer People's Theatre,T0014,"30A Kreta Ayer Road, S(088997)",$1.00/30min from 7am to 5pm ,$0.50/30min from 5pm to 10pm ,Same as Weekdays ,Same as Weekdays ,88997,29049.42266,29308.18934
Laguna National Golf and Country Club,T0014,"11 Laguna Golf Green, S(488047)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,488047,42401.67222,33946.32193
Malay Heritage Centre,T0014,"85 Sultan Gate, S(198501)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,198501,30958.47854,31636.70503
Mandai Orchid Garden,T0014,"20 Mandai Lake Road, S(729825)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,729825,22072.57151,43354.56553
Marina at Keppel Bay,T0014,"2 Keppel Bay Vista, S(098382)",$2.50/hr from 7am to 11.59pm ,$5.00/hr from 12am to 6.59am ,Charges same as weekdays ,Charges same as weekdays ,98382,25657.75171,27393.62151
Marina Barrage,T0014,"8 Marina Gardens Drive, S(018951)","$0.025/min for the 1st 5hr, $0.05/min for next subsequent hr from 5am to 6pm ","$0.02/min from 6pm to 12midnight, $0.05/min from 12midnight to 5am the following day ",Charges same as weekdays ,Charges same as weekdays ,18951,32069.57564,29259.20594
Marina Bay Cruise Centre Singapore (MBCCS),T0014,"61 Marina Coastal Drive, S(018947)","$2.40/hr for 1st 2hr, $3.30 for next subsequent hr from 7.01am to 10.30pm ",$3.30/entry from 10.31pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,18947,31028.19079,27615.85201
Marina Bay Golf Course (MBGC),T0014,"80 Rhu Cross, S(437437)",Free Parking from 6am to 12midnight ,Free Parking from 6am to 12midnight ,Free Parking from 6am to 12midnight ,Free Parking from 6am to 12midnight ,437437,32256.18478,30642.30739
Marina Bay Open Carpark,T0014,"11 Marina Boulevard, S(018940)",$2.00/30min from 7am to 6pm ,$1.60/hr from 6pm to 7am ,"$2.00/30min from 7am to 1pm, $0.80/30min from 1pm to 7am the following day ",$0.80/30min from 7am to 7am the following day ,18940,30524.77829,29240.95725
Marina Country Club,T0014,11 Northshore Drive S(828670),"$1.20 for 1st hr, $2.40 for the 2nd hr, $3.60/hr for parking above 3hr from 5.01am to 5am the following day ","$1.20 for 1st hr, $2.40 for the 2nd hr, $3.60/hr for parking above 3hr from 5.01am to 5am the following day ",Charges same as weekdays ,Charges same as weekdays ,828670,35310.6045,44088.86285
Marina South Pier (MSP),T0014,"31 Marina Coastal Drive, S(018988)","$2.20/hr for 1st 2hr, $3.30 for next subsequent hr from 7am to 10.30pm ",$3.30/entry from 10.30pm to 7am the following day ,"$2.20/hr for 1st 2hr, $3.30 for next subsequent hr from 7am to 10.30pm, $3.30/entry from 10.30pm to 7am the following day ","$2.20/hr for 1st 2hr, $3.30 for next subsequent hr from 7am to 10.30pm, $3.30/entry from 10.30pm to 7am the following day ",18988,31319.90493,28087.84033
Marine Parade Central Market and Food Centre,T0014,"84 Marine Parade Central, S(440084)",$0.80/30min from 8am to 8pm ,$0.60/30min from 8pm to 8am the following day ,"$0.80/30min from 8am to 8pm, $0.60/30min from 8pm to 8am the following day ","$0.80/30min from 8am to 8pm, $0.60/30min from 8pm to 8am the following day ",440084,36120.91145,31625.71772
Memories at Old Ford Factory (MOFF),T0014,"351 Upper Bukit Timah Road, S(588192)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,588192,20824.24622,37214.28754
MICA Building,T0014,"140 Hill Street, S(179369)",Private Car Park ,Private Car Park ,Private Car Park ,Private Car Park ,179369,29665.45994,30374.53976
Millage,T0014,"55 Changi Road, S(419709)","$1.20 for 1st hr, $0.60 for next subsequent 30min or part thereof ","$1.20 for 1st hr, $0.60 for next subsequent 30min or part thereof ",Charges same as weekdays ,Charges same as weekdays ,419709,35308.5731,33243.52305
Mount Faber Park,T0014,"109 Mount Faber Road, S(099203)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,99203,26476.30925,28179.94056
National Archives of Singapore (NAS),T0014,"1 Canning Rise, S(179868)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,179868,29665.52695,30603.88403
National Gallery Singapore,T0014,"1 Saint Andrew's Road, S(178957)",$1.30/30min from 7am to 6pm ,$3.20/entry from 6pm to 1am the following day ,Charges same as weekdays ,Charges same as weekdays ,178957,30046.58661,30339.63639
National Library Building,T0014,"100 Victoria Street, S(188064)","$1.07 for 1st 30min, $0.035/min from 7am to 7pm ",$0.017/min from 7pm to 11.30pm ,Charges same as weekdays ,$0.017/min from 7am to 11.30pm ,188064,30309.60117,31088.99929
National Service Resort Country Club (NSRCC),T0014,"10 Changi Coast Walk, S(499739)","(For Member): Free, (For Public): $2.15/entry from 6am to 5pm ","(For Member): Free, (For Public): $2.15/entry from 5pm to 12midnight ",$0.80/30min with max of $12.80 from 6am to 12midnight ,$0.80/30min with max of $12.80 from 6am to 12midnight ,499739,43168.55808,33606.8582
NEWater Visitor Centre,T0014,"20 Koh Sek Lim Road, S(486593)",Free parking  ,Car park closed after 5.30pm ,Charges same as weekdays ,Charges same as weekdays ,486593,41957.04937,34030.10023
Newton Circus Food Centre,T0014,"Clemenceau Ave North, S(229491)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,229491,28814.33296,32246.75485
Novena Gardens,T0014,"273 Thomson Road, S(307644)","$2.40 for 1st hr, $0.90 for next subsequent 30min from 7am to 5pm ","$2.40 for 1st hr, $0.90 for next subsequent 30min from 5pm to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,307644,28965.53997,33637.37011
Orchid Country Club (OCC),T0014,"1 Orchid Club Road, S(769162)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,769162,29237.47029,43668.64501
Public carpark (Peranakan Museum),T0014,"39 Armenian Street, S(179941)","$1.20/30min from 7am to 11am, $1.40/30min from 11am to 5pm ",$0.60/30min from 5pm to 7am the following day ,Charges same as weekdays ,"$0.60/30min from 7am to 2pm, $0.75/30min from 2pm to 5pm, $0.60/30min from 5pm to 7am the following day ",179941,29748.11651,30746.19234
Queenstown Stadium,T0014,"473A Stirling Road, S(148949)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,148949,24540.60398,30954.39342
Raffles Country Club (RCC),T0014,"450 Jalan Ahmad Ibrahim, S(639932)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,639932,7061.417841,35957.17282
